timestamp,test_name,real_time,user_time,sys_time,max_memory_kb,triangle_count
2025-09-20 14:20:25,25x25x25_0.15_4_original,,,,,0
2025-09-20 14:20:25,25x25x25_0.15_4_optimized,,,,,0
